PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Kinetic Aqueous Solubility (ug/mL),Analysis Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Indicates type of activity observed: 0-10: Low Solubility  >10: Moderate/High Solubility,Numerical value of the observed aqueous solubility.,Annotation/notes on a particular compound's data or its analysis as described in the published paper.
1406,99367958,46907747,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)N,Inactive,2,,,Low,1.839,class = 1
1407,160844071,70701428,C1=CC=C2C(=C1)C=C(C=N2)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,Inactive,2,,,Low,1.838,class = 1
1408,24395701,16017770,CCCN(C1=CC=CC=C1C)C(=O)C2=C(C3=C(S2)N=C4CCCCN4C3=O)C,Inactive,2,,,Low,1.835,class = 1
1409,163827004,71660775,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=CC=C4Cl)C5=C(C=NN5)Cl)C(=O)C1,Inactive,2,,,Low,1.831,class = 1
1410,160844061,70701416,CC1=C(SC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C(=CC=C3)OC)O)C,Inactive,2,,,Low,1.826,class = 1
1411,163826981,71660752,CC1=C2C(=CC=C1)N=C(O2)NC3=NC(C4=C(N3)CCCC4=O)C5=C(C=NN5)Cl,Inactive,2,,,Low,1.824,class = 1
1412,124954156,4970248,CC1=C(C=C(C=C1)N2C3=C(C(=N2)C)C(=C(C(=N3)N)C#N)C4=CC(=C(C=C4)O)O)C,Inactive,2,,,Low,1.813,class = 1
1413,99367914,46907723,CN(C)C(=O)C1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,Inactive,2,,,Low,1.797,class = 1
1414,24787209,5738263,C1=CC=C(C=C1)CN2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CN=CC=C4,Inactive,2,,,Low,1.796,class = 1
1415,375884757,134805226,C1C(C2(CN1CC3=CC=C(C=C3)O)CN(C2)C4=CC=CC=C4)CNC5=CC=CC=C5,Inactive,2,,,Low,1.786,class = 1
1416,375857688,136665413,C1=CC(=CC(=C1)F)NC(=O)C2=CC(=NN2)C3=CC=CN3,Inactive,2,,,Low,1.775,class = 1
1417,87915648,44634872,CC1=C(C=C(C=C1)Cl)NS(=O)(=O)C2=C(C=C3C(=C2)CCC(=O)N3)F,Inactive,2,,,Low,1.765,class = 1
1418,49823269,6461311,C1CC1C(=O)NC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3O,Inactive,2,,,Low,1.754,class = 1
1419,363677186,85542,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,Inactive,2,,,Low,1.746,class = 1
1420,22416572,5740575,C1=CC=C2C(=C1)C(=O)C=C(N2)/C=C/C3=C(C=CC=C3Cl)F,Inactive,2,,,Low,1.73,class = 1
1421,849158,651628,C1CCC2=C(CC1)SC3=NC=NC(=C23)NC(=O)C4=CC=CO4,Inactive,2,,,Low,1.719,class = 1
1422,99367898,800332,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,2,,,Low,1.696,class = 1
1423,109967304,50897818,CC1=CC(=CC(=C1OCC2=C(C=CC(=C2)C3NC4=CC=CC=C4C(=O)N3CC5=CN=CC=C5)OC)C)NC(=O)C,Inactive,2,,,Low,1.694,class = 1
1424,164755778,71771100,CCC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(N2)C)C(=O)C)C)[S+](=O)(NC3=CC=CC(=C3)C#N)[O-],Inactive,2,,,Low,1.666,class = 1
1425,161004018,70789516,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)S(=O)(=O)NCC5=NC=CS5)C,Inactive,2,,,Low,1.658,class = 1
1426,363677875,9869276,C1CN(CCN1)CC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)F,Inactive,2,,,Low,1.634,class = 1
1427,99460846,46947861,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=CC=CC=C3N2C)OCC,Inactive,2,,,Low,1.627,class = 1
1428,163827011,71660782,COC(=O)C1=CC2=C(C=C1)N=C(O2)NC3=NC(C4=C(N3)CCCC4=O)C5=C(C=NN5)Cl,Inactive,2,,,Low,1.625,class = 1
1429,99381592,46916308,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2C(C)C)C=CS3)OCC,Inactive,2,,,Low,1.621,class = 1
1430,99367931,46907662,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC=C(C=C3)Br,Inactive,2,,,Low,1.619,class = 1
1431,26726910,2815186,CCCC1=CC=C(C=C1)C(=O)NC(=O)C2=CC=CC=C2O,Inactive,2,,,Low,1.601,class = 1
1432,384568296,10316032,C1=CC(=C(C=C1Cl)C2=NC3=NC=CN=C3C(=N2)NC4=CC=NC=C4)F,Inactive,2,,,Low,1.601,class = 1
1433,375824425,134797955,COC1=CC=CC=C1NC2=NC(=NC=C2)N3CCN(CC3)C(=O)C4=CC=CC=C4Cl,Inactive,2,,,Low,1.591,class = 1
1434,104224450,8615611,CC1=CC(=CC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,Inactive,2,,,Low,1.588,class = 1
1435,134225124,56593330,CCOC1=CC=CC=C1C(=O)NC2=CC=CC=C2C(=O)NC3=CC(=CC=C3)S(=O)(=O)C(F)(F)F,Inactive,2,,,Low,1.566,class = 1
1436,4262483,2958396,C1OC2=C(O1)C=C(C=C2)C3NN4C(=NN=C4S3)C5=CC=CC=C5,Inactive,2,,,Low,1.563,class = 1
1437,24402305,16023905,CC1=CC=C(C=C1)N2C(=C(C=N2)C(=O)NCCC3=CNC4=C3C=C(C=C4)OC)C5CCN(CC5)C(=O)OC(C)(C)C,Inactive,2,,,Low,1.56,class = 1
1438,375888446,134808914,CC1=NN2CCCN(C2=C1C3=CC=CC=C3C4=CC=CC=C4)CC5CC5,Inactive,2,,,Low,1.557,class = 1
1439,363677450,9549295,CCCNC(=O)NC1=C(C=C(C=C1)OC2=NC=NC3=CC(=C(C=C32)OC)OC)Cl,Inactive,2,,,Low,1.555,class = 1
1440,109967290,50897809,CC1=CC(=CC(=C1OCC2=C(C=CC(=C2)C3NC4=CC=CC=C4C(=O)N3CC5=CC=CO5)OC)C)NC(=O)C,Inactive,2,,,Low,1.533,class = 1
1441,24270448,15989880,CC(C)OC1=CC=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCO4,Inactive,2,,,Low,1.528,class = 1
1442,163826991,71660750,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=C(C=C4)F)C5=C(C=NN5)Cl)C(=O)C1,Inactive,2,,,Low,1.528,class = 1
1443,99367893,802475,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)Cl,Inactive,2,,,Low,1.519,class = 1
1444,24401089,16022700,CCOC1=CC=C(C=C1)CNC(=O)CCCN2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=C(C=C4)C,Inactive,1,,,Low,1.478,class = 1
1445,99367944,46907752,C1CN(CCC1C#N)C2=NC(=CS2)C3=CC=C(C=C3)Br,Inactive,1,,,Low,1.458,class = 1
1446,375856586,71828999,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)NC(=O)CNC(=O)C4=NC=CN=C4,Inactive,1,,,Low,1.455,class = 1
1447,24386250,2151568,COC1=CC=C(C=C1)C2=NC3=C(CC4=CC=CC=C4O3)C(=N2)SCC(=O)NC5=CC=C(C=C5)C(=O)O,Inactive,1,,,Low,1.45,class = 1
1448,50112659,735924,C1C(=NN2C(=NN=C2S1)C3=CC=NC=C3)C4=CC=C(C=C4)Cl,Inactive,1,,,Low,1.448,class = 1
1449,24398415,16020144,CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CO4)C5=CC=C(C=C5)C,Inactive,1,,,Low,1.445,class = 1
1450,124391172,53255391,CC1=CC(=NO1)NC(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl,Inactive,1,,,Low,1.434,class = 1
1451,99367988,46907708,CC(C)OC1=CC=CC(=C1)C2=CN=C(S2)N3CCC(CC3)C(=O)N,Inactive,1,,,Low,1.432,class = 1
1452,161004459,70789650,CC1=C(C=CN=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,1.425,class = 1
1453,375814661,134791303,CC1=CC=CC=C1N(C)C2CN(C2)[S+](=O)(C3=CC=CC(=C3)C(F)(F)F)[O-],Inactive,1,,,Low,1.421,class = 1
1454,160844070,70701430,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C=C(C=C3)Br)O,Inactive,1,,,Low,1.415,class = 1
1455,161003955,136259025,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)C5=NOC(=O)N5)C,Inactive,1,,,Low,1.394,class = 1
1456,161004108,1292054,C1=CC=C2C(=C1)C=CC=C2C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4,Inactive,1,,,Low,1.387,class = 1
1457,24414799,16034061,CCCC1=NC2=C(C=CC(=C2)C(=O)NC3CCCCC3)SC4=C1C=C(C=C4)C,Inactive,1,,,Low,1.368,class = 1
1458,363678001,5311096,C1CC(CCC1CCN2CCC3=C(C2)C=CC(=C3)C#N)NC(=O)C4=CC=NC5=CC=CC=C45,Inactive,1,,,Low,1.365,class = 1
1459,163826989,71660737,CC1=CC2=C(C=C1)OC(=N2)NC3=NC(C4=C(N3)CCCC4=O)C5=C(C=NN5)Cl,Inactive,1,,,Low,1.355,class = 1
1460,387065711,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,Inactive,1,,,Low,1.353,class = 1
1461,136889455,57383436,CN1C2=C(C=CC(=C2)C(=O)NCC3=CN=CC=C3)[S@@](=O)C4=CC=CC=C4C1=O,Inactive,1,,,Low,1.351,class = 1
1462,377020193,5312126,CN([C@@H](CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7,Inactive,1,,,Low,1.323,class = 1
1463,160844060,70701366,C1=CC(=CC=C1NCC2=C(C=C(C=C2)Cl)O)S(=O)(=O)NC3=NC=CS3,Inactive,1,,,Low,1.321,class = 1
1464,377666146,43057906,C1CCN(C1)C2=NC=C(C=C2)CNC(=O)C3=C(C=CC(=C3)Cl)O,Inactive,1,,,Low,1.305,class = 1
1465,124950543,46943210,CN(C1=CC=CC=C1)C(=O)CNC(=O)C2=CC=CC=C2OCC(=O)NC3=CC=C(C=C3)I,Inactive,1,,,Low,1.277,class = 1
1466,89650098,44142150,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)Br,Inactive,1,,,Low,1.269,class = 1
1467,375813461,134788860,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=CC=CN3C(=N2)C(=O)NCC#C)[O-],Inactive,1,,,Low,1.267,class = 1
1468,162010104,71296004,C1=CC=C2C(=C1)C=C(N=C2NC3=CC(=C(C=C3)F)F)C4=CC=NC=C4,Inactive,1,,,Low,1.265,class = 1
1469,377691016,135526339,CC1=NN(C2=C1C(=CC(=O)N2)C(F)(F)F)CCC3=NC(=CS3)C4=CC=CC=C4,Inactive,1,,,Low,1.26,class = 1
1470,174006609,73265249,CN([C@@H](CC1=CC=C(C=C1)O[S+](=O)(C2=CC=CC3=C2C=CN=C3)[O-])C(=O)N4CCN(CC4)C(=O)OCC5=CC=CC=C5)[S+](=O)(C6=CC=CC7=C6C=CN=C7)[O-],Inactive,1,,,Low,1.258,class = 1
1471,124398570,53257126,COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=N3)C(F)(F)F)Cl,Inactive,1,,,Low,1.237,class = 1
1472,99367956,46907673,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)S(=O)(=O)C4=CC=CC=C4,Inactive,1,,,Low,1.234,class = 1
1473,85736348,1090321,C1=CC=C(C(=C1)C(F)(F)F)NCC2=C3C=CC=NC3=C(C=C2)O,Inactive,1,,,Low,1.227,class = 1
1474,24391687,16014151,CC1=C(C(=CC=C1)C)NC(=O)C2=NC(=NC=C2Cl)SC(C)C,Inactive,1,,,Low,1.222,class = 1
1475,85736345,44460161,C1=CC2=C(C=CC(=C2N=C1)O)CNC3=C(C=C(C=C3)F)F,Inactive,1,,,Low,1.222,class = 1
1476,162010103,71295995,C1=CC(=C(C=C1NC2=NC(=NC=C2)C3=CC=NC=C3)F)F,Inactive,1,,,Low,1.215,class = 1
1477,160844144,70701473,CNC1=C(N=C(O1)C2=CC=CC=C2C3=CC=CC=C3)C#N,Inactive,1,,,Low,1.209,class = 1
1478,24404136,16025695,CC1=CC(=C(C=C1)C)N2C(=C(N=N2)C3=NSC(=N3)NC(=O)C4=CC(=CC=C4)OC)C,Inactive,1,,,Low,1.203,class = 1
1479,89650062,44825271,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=CC=C4F,Inactive,1,,,Low,1.2,class = 1
1480,174316128,73330430,C[C@@H]1CC[C@H]2[C@@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@@](O3)(OO4)C)CCC(=O)NC5=CC(=CC=C5)SC)C,Inactive,1,,,Low,1.199,class = 1
1481,89650119,44825303,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)N4,Inactive,1,,,Low,1.19,class = 1
1482,164755760,71771080,CCC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(N2)C)C(=O)C)C)[S+](=O)(N3CCCCCC3)[O-],Inactive,1,,,Low,1.188,class = 1
1483,49649021,135457059,C1=CC=NC(=C1)C2=NC(=CC(=O)N2)CSC3=CC=C(C=C3)Cl,Inactive,1,,,Low,1.181,class = 1
1484,89650121,36649951,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=C(C=C4C(=C3)CC(=O)N4)Cl,Inactive,1,,,Low,1.163,class = 1
1485,174316173,3234176,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)C(C4=CC=CC=C4)C5=CC=CC=C5)CC2,Inactive,1,,,Low,1.152,class = 1
1486,24276494,5297518,CCOC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(C=C2C#N)N4CCC3CC4,Inactive,1,,,Low,1.145,class = 1
1487,144116995,60167924,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NC(C)(C)C3=CC=C(C=C3)N4C=CN=N4)F,Inactive,1,,,Low,1.143,class = 1
1488,375850553,71829149,COC1=C(C=C(C=C1)C(=O)NC2CCCC3=C2NC4=C3C=CC=C4Cl)OC,Inactive,1,,,Low,1.137,class = 1
1489,377698117,31060889,CC1=CC(=CC(=C1)NC2=NC(=CS2)C3=CC=C(O3)CNC(=O)C)C,Inactive,1,,,Low,1.136,class = 1
1490,404904658,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Inactive,1,,,Low,1.135,class = 1
1491,377713243,781247,CC1=C(C2=C(N1C3=CC=CC=C3)C=CC(=C2)O)C(=O)C,Inactive,1,,,Low,1.135,class = 1
1492,24410177,16031229,C1CN(CCN1C2=CC=CC=C2)S(=O)(=O)C3=CN=C(N=C3)N,Inactive,1,,,Low,1.126,class = 1
1493,87677808,720656,C1COCCN1C2=NC(=CS2)C3=CC=C(C=C3)Br,Inactive,1,,,Low,1.12,class = 1
1494,24394152,135546828,CCC1=CC=C(C=C1)N2C3=C(C(SCC(=O)N3)C4=CC=CC=C4C)C(=N2)C,Inactive,1,,,Low,1.115,class = 1
1495,160844107,70701394,C1=CC=C(C=C1)N[S+](=O)(C2=CC=C(C=C2)NCC3=C(C(=CC=C3)C(F)(F)F)F)[O-],Inactive,1,,,Low,1.112,class = 1
1496,375888647,134809115,CN1C2=CC(=C(N=C2N=C1C(=O)NCCC3=CC=CC=N3)C4=CC=CC=C4)Cl,Inactive,1,,,Low,1.111,class = 1
1497,24403566,16025131,C1CN(CCN1C2=CC=CC=C2F)C(=O)C3=C(N(N=C3)C4=CC(=CC=C4)F)N5C=CC=C5,Inactive,1,,,Low,1.11,class = 1
1498,162010112,9901007,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,Inactive,1,,,Low,1.104,class = 1
1499,24273085,15991160,C1=CC(=CC(=C1)Cl)C2=CC=C(O2)C(=O)NC3=CC4=C(C=C3)OC(=N4)C5=CN=CC=C5,Inactive,1,,,Low,1.101,class = 1
1500,26670449,4880352,C1=CC=NC(=C1)C2=CSC(=N2)NC(=O)C3=CC(=CC=C3)N4C=NN=N4,Inactive,1,,,Low,1.099,class = 1
1501,160844063,70701411,C1=CC=C2C(=C1)N=C(S2)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,Inactive,1,,,Low,1.097,class = 1
1502,24274235,3417885,C1=CC=C(C=C1)C2C=C(NC3=NC(=NN23)NS(=O)(=O)C4=CC=CC=C4)C5=CC=C(C=C5)Cl,Inactive,1,,,Low,1.093,class = 1
1503,162210978,3245059,C1=CC=C(C(=C1)CSC2=NC3=C(N2)C=C(C=N3)Br)C#N,Inactive,1,,,Low,1.092,class = 1
1504,24396388,135546945,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=NO2)C3=CC=CC=C3O,Inactive,1,,,Low,1.086,class = 1
1505,375844078,53160384,CCCCC1=CC=C(C=C1)NC(=O)C2=CC3=C(CCN3S(=O)(=O)C)C=C2,Inactive,1,,,Low,1.083,class = 1
1506,170466913,72187555,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)N(CC5)C,Inactive,1,,,Low,1.071,class = 1
1507,144116931,60167921,CC1=CN=C(N=C1NCC2=CC=C(C=C2)C3=CN=CC=C3)C4=CC=CC=C4C(F)F,Inactive,1,,,Low,1.069,class = 1
1508,24415754,16034290,CC1CCC(CC1)NC(=O)C2=CC3=C(C=C2)SC4=CC=CC=C4C(=O)N3CC5=CC=CC=C5F,Inactive,1,,,Low,1.063,class = 1
1509,24401600,16023208,COC1=CC=C(C=C1)C2C3=C(CCN2C(=O)NC4=CC=CC=C4)C5=C(N3)C=CC(=C5)OC,Inactive,1,,,Low,1.06,class = 1
1510,164755772,31009794,CC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(N2)C)C(=O)C)C)S(=O)(=O)N3CCCCCC3,Inactive,1,,,Low,1.052,class = 1
1511,24271254,15990569,CC1=CC2=C(C=C1)SC3=C(C=C(C=C3)C(=O)NC4CCCC4)N=C2C,Inactive,1,,,Low,1.051,class = 1
1512,24412983,16033121,CC(CNC(=O)C1CCN(CC1)CC2=CC3=CC=CC=C3N2CC4=CC=CC=C4)C5=CC=CC=C5,Inactive,1,,,Low,1.048,class = 1
1513,24270655,15990040,COC1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F,Inactive,1,,,Low,1.045,class = 1
1514,124888972,663191,CN(C)C1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC=CC=C4OC,Inactive,1,,,Low,1.042,class = 1
1515,853614,656272,CC1=CC=C(C=C1)C2=C(C3=NC4=C(CCCC4)C(=O)N3N2)C,Inactive,1,,,Low,1.032,class = 1
1516,24404134,16025693,CC1=C(N=NN1C2=CC=CC=C2C(F)(F)F)C3=NSC(=N3)NC(=O)C4=CC(=CC=C4)OC,Inactive,1,,,Low,1.032,class = 1
1517,87550841,44640149,C1CC2=C(C(=O)C1)C3(CCS(=O)(=O)C3)N=C(N2)NC4=NC5=CC=CC=C5O4,Inactive,1,,,Low,1.025,class = 1
1518,384568724,1285940,CC1=CC(=C(C=C1C)[N+](=O)[O-])C2=CC=C(O2)/C=C/3\C(=NN(C3=O)C4=CC=C(C=C4)C(=O)O)C,Inactive,1,,,Low,1.008,class = 1
1519,163826995,71660749,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=C(C=C4)Cl)C5=C(C=NN5)Cl)C(=O)C1,Inactive,1,,,Low,1.003,class = 1
1520,862844,664077,CC1=CC2=C(C=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)CC5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
1521,7975856,3129754,C1=CC=C2C(=C1)C3=C(C2=O)C(SC4=CC=CC=C4N3)C5=CC=CO5,Inactive,1,,,Low,<1,class = 1
1522,7978154,1275864,COC1=C(C=C(C=C1)Cl)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CO3,Inactive,1,,,Low,<1,class = 1
1523,124876702,563972,CSC1=NC2=C(C3=CC=CC=C3N2CCC4=CC=CC=C4)N=N1,Inactive,1,,,Low,<1,class = 1
1524,14720919,3119481,CCCCCCOC1=CC=C(C=C1)OC(=O)C2=CC=NC=C2,Inactive,1,,,Low,<1,class = 1
1525,17402368,4878,CC(C)(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)Cl)N,Inactive,1,,,Low,<1,class = 1
1526,17409817,6418891,C1=CC=C(C=C1)C2=NC(=C(N=N2)C(F)(F)F)SC3=CC=CC(=C3)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
1527,17511506,2030130,CN1C2=CC=CC=C2C(=O)C3=C1N=C(N(C3=O)C4=CC=CC=C4)C5CCCCC5,Inactive,1,,,Low,<1,class = 1
1528,22401763,9616943,C1=CC=C2C(=C1)N=C(N2/N=C/C3=CC=C(S3)[N+](=O)[O-])CO,Inactive,1,,,Low,<1,class = 1
1529,22410295,2102299,CC1=NC2=C(S1)C=C(C=C2)NC(=O)C3=C(C=CC(=C3)S(=O)(=O)N(C)C4=CC=CC=C4)Cl,Inactive,1,,,Low,<1,class = 1
1530,14720733,1131802,COC1=CC(=CC(=C1O)OC)C2=NC(=C(N2)C3=CC=CS3)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
1531,14735846,887645,CCOC(=O)C1=C(SC(=C1)C)NC(=O)C2=CC=C(S2)Cl,Inactive,1,,,Low,<1,class = 1
1532,17507796,3189849,CC1CCCCC1N(CC2=CC(=C(C=C2)OC)OC)S(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N(C)C,Inactive,1,,,Low,<1,class = 1
1533,14718785,831961,CC1=C(SC=C1)C(=O)NC2=C(SC=C2)C(=O)OC,Inactive,1,,,Low,<1,class = 1
1534,17431708,5770977,CC1CCC2=C(N1C(=O)CSC3=NC4=C(C5=CC=CC=C5N4)N=N3)C=CC(=C2)F,Inactive,1,,,Low,<1,class = 1
1535,14742988,2021006,C1=CC=C(C=C1)CN2C(=C(C3=NC4=CC=CC=C4N=C32)S(=O)(=O)C5=CC=CS5)N,Inactive,1,,,Low,<1,class = 1
1536,17403298,2865236,C1=CC=C(C(=C1)C2C3C(=NC4=CC=CC=C4S2)C5=CC=CC=C5C3=O)F,Inactive,1,,,Low,<1,class = 1
1537,17507053,3106303,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4SC(C3C2=O)C5=CC=C(C=C5)Cl,Inactive,1,,,Low,<1,class = 1
1538,17507367,829389,CC1=CC(=CC=C1)N2C(=CC(=C2C)C=C(C#N)C#N)C,Inactive,1,,,Low,<1,class = 1
1539,17433370,2896518,C1=CC=C(C=C1)C(C2=CC(=C3C=CC=NC3=C2O)Cl)NC(=O)C4=CN=CC=C4,Inactive,1,,,Low,<1,class = 1
1540,17433275,5738266,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(O3)SC4=CC=C(C=C4)Cl)/C#N,Inactive,1,,,Low,<1,class = 1
1541,24782856,936056,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=S)C3=CC=C(C=C3)O,Inactive,1,,,Low,<1,class = 1
1542,24811872,4592792,CCOC(=O)C1CCN(CC1)C2=NC=NC3=C2C(=CN3C4=CC=CC=C4)C5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
1543,22416035,2910633,CC1=CC(=CC=C1)NC2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4.Cl,Inactive,1,,,Low,<1,class = 1
1544,22416654,2886111,CC(C)(C)C1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)C3=CC=NC=C3,Inactive,1,,,Low,<1,class = 1
1545,24779668,4438424,C1CN(C2=CC=CC=C21)C3=NC=NC(=C3[N+](=O)[O-])N,Inactive,1,,,Low,<1,class = 1
1546,24786707,3662061,CCCNC(=O)C1=CC2=C(C=C1)N(C=N2)C3=CC(=CC(=C3)C)C,Inactive,1,,,Low,<1,class = 1
1547,24780139,2927953,C1=CC=C(C=C1)CCC(=O)NC(C2=CC=CS2)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive,1,,,Low,<1,class = 1
1548,24824333,1489415,C1=CC=C2C(=C1)C(=N)N(N=N2)C3=CC=C(C=C3)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
1549,24790252,1090313,CC1=CC(=CC=C1)NCC2=C3C=CC=NC3=C(C=C2)O,Inactive,1,,,Low,<1,class = 1
1550,24789796,135443095,C1=CC=C(C(=C1)/C=N/NC2=C(C=CC=N2)[N+](=O)[O-])O,Inactive,1,,,Low,<1,class = 1
1551,26667298,16682542,CCO.C1=CC=C2C=C(C=CC2=C1)SC3=CC4=C(C=C3)N=C(N=C4N)N,Inactive,1,,,Low,<1,class = 1
1552,26663930,3783132,CC1=NC2=C(C=NN2C(=C1)SCC(=O)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
1553,26662825,16240066,C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4.Cl,Inactive,1,,,Low,<1,class = 1
1554,24832893,4002431,C1=CC2=C(C(=C(C=C2)C(C3=CC=C(C=C3)C(F)(F)F)NC4=NC=CS4)O)N=C1,Inactive,1,,,Low,<1,class = 1
1555,26727478,2741895,C1CN(CCN1C2=NC=C(C=C2)NC(=O)C3=CC=CS3)C4=C(C=CC=N4)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
1556,49735029,4176165,CC1=C(SC2=NC(=NC(=C12)N3CCN(CC3)C4=CC=CC=N4)C)C(=O)NC5=C(C=C(C=C5)F)Cl,Inactive,1,,,Low,<1,class = 1
1557,49719657,16024730,COC1=CC=CC=C1N2CCN(CC2)C3=NC4=C(C=C3)C=C(C=C4)S(=O)(=O)N5CCCCC5,Inactive,1,,,Low,<1,class = 1
1558,49822379,16452407,CC1=CC(=CC=C1)N2C=CC(=O)C(=N2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4,Inactive,1,,,Low,<1,class = 1
1559,49667996,16396759,C/C(=N\NC(=S)N)/C1=CCC2[C@@]1(CCC3C2CC[C@@H]4[C@@]3(CCC(C4)O)C)C,Inactive,1,,,Low,<1,class = 1
1560,47201514,4451672,C1=CC=C(C=C1)C2=C(N3C(=C(C=N3)C4=CC=CC=C4)N=C2)N,Inactive,1,,,Low,<1,class = 1
